study_id,kri_section,kri_number,kri_label,kri_code,iqmp_risk_id,moderate_threshold,high_threshold,relative_score_direction,weight,applicable_visits,forms_variables,logic_summary,corrective_action,status,retirement_date,comment,associated_qtl
C4591048,study_specific,9,Key blood sample collection –,,"RISK ID 12279: Sample collection (e.g., Baseline (Sub-study A-Phase 2,3) serum sample or swab sample) defined in (KRI_MA_IMMU_SSA) the protocol is inaccurately applied to subpopulations Critical Data: Electronic sample tracking eCRF (serology and nasal swab samples)",>15% and <20%,> or = 20%,,High,,"BEETRK001
EC001_2
R_TRIG001
SV001","Number of randomized subjects who collected immunogenicity blood sample at baseline visit / Number of
randomized subjects who completed vaccination.
Percentage of subjects who provide an immunogenicity blood sample at baseline visit (A201, A301, A401,
and A501)
Calculated as the cumulative number of subjects with a collected sample divided by the cumulative number
of subjects vaccinated.",,retired,March 2025,"This KRI is going to be retired (March 2025) because the baseline samples are completed and we don’t
expect more blood samples.

RBM SOLUTION SETUP FORM
DMB07-DMB08-WI-
15-Apr-2022
DMM01-RF02 6.0 C4591048",
C4591048,study_specific,10,Key blood sample collection –,,"RISK ID 12279: Sample collection (e.g., Baseline (Sub-study E- G2) serum sample or swab sample) defined in (KRI_MA_IMMU_SSEG2) the protocol is inaccurately applied to subpopulations Critical Data: Electronic sample tracking eCRF (serology and nasal swab samples)",>15% and <20%,> or = 20%,,High,,"BEETRK001
EC001_2
R_TRIG001
SV001","Number of randomized subjects who collected immunogenicity blood sample at baseline visit / Number of
randomized subjects who completed vaccination.
Percentage of subjects who provide an immunogenicity blood sample at baseline visit (E201)
Calculated as the cumulative number of subjects with a collected sample divided by the cumulative number
of subjects vaccinated.",,retired,2025,"This KRI will not be run from now (Jan-2025) because we have removed Sub Study E (that substudy is now
completed)

RBM SOLUTION SETUP FORM
DMB07-DMB08-WI-
15-Apr-2022
DMM01-RF02 6.0 C4591048",
C4591048,study_specific,11,Bulk Data Entry Time,,"RISK ID 12292: Monitoring does not identify issues (operational, quality, compliance) at the site in a timely fashion",N/A,N/A,,High,,"Inform Audit Trail Data:
ABBREVIATED_FORM_NAME
CURRENT_VALUE
ITEM_QUESTION
ITEMSET_INDEX
MODIFICATION_TYPE
DATABASE_ENTRY_DATETIME
ELECTRONIC SAMPLE TRACKING - NASAL SWAB (SWAB PFE) [BEETRK001_2]
BEOCCUR_001
BEDTC_001
BEREFID_001
BESCAT_001","Identify those samples that were entered into EDC more than 4 days after the sample collection date and flag
if there are 3 or more late entries per day per site. If there are 3 or more late entries per day per site, then
calculate time gap between the daily entries.","Name: Bulk Data Entry Time
Actions Action Description: Retrain the sites on enter the samples into EDC in timely manner after the sample
collection. Investigate root cause and take any further appropriate mitigation measures.",active,,"This KRI will not be run in standard analysis and will be run ad-hoc as needed. Update Sep2025: This KRI will
start to run in our analysis from Sep-2025 in bi-monthly frequency.

RBM SOLUTION SETUP FORM
DMB07-DMB08-WI-
15-Apr-2022
DMM01-RF02 6.0 C4591048",
C4591048,study_specific,12,Early Termination Rate,,TA Specific Standard KRI,N/A,N/A,,High,,"Form Name:
DISPOSITION - TREATMENT (DS001_5): Date of Completion/Discontinuation/Death (DSSTDTC_001),
Status (DSDECOD_001)
DISPOSITION - FOLLOW-UP (DS001_6): Date of Completion/Discontinuation/Death (DSSTDTC_001),
Status (DSDECOD_001)","The percentage of subjects who terminate from the study “early”, among all randomized subjects.","Name: High Early Termination Rate Follow-up
Actions Action Description: The rate of early terminating patients is significantly higher at this site compared to other
sites in the study. Please discuss with the site understanding of the Protocol defined termination criteria. If
needed perform retraining, for example on patient status follow-up procedures.",active,,,
C4591048,sister,,Key blood sample collection - Post Dose 1 (Sub-study A-Phase,,,,,,,,,,,active,,,
C4591048,sister,,Key blood sample collection - Post Dose 3 (Sub-study A-Phase,,,,,,,,,,,active,,,
C4591048,sister,,Key blood sample collection - Post Dose 1 (Sub-study A-Phase,,,,,,,,,,,active,,,
C4591048,sister,,Nasal swab obtained at the time of a potential COVID-19 illness,,,,,,,,,,,active,,,
C4591048,sister,,Key blood sample collection – Post Vaccination (Sub-study,,,,,,,,,,,active,,,
C4591048,sister,,Reactogenicity eDiary Compliance IQMP Risk ID(s) RISK ID 12247: Lack of compliance with,,,,,,High,,"Form Names:
REACTOGENICITY EDIARY Data in DMW (SM_FAVSD012)
Disposition (DS001)
Vaccination (EC001_2)
DATE OF VISIT (SV001)
SUBJECT STATUS (SM_SLOPD)
Trigger Form (SM_R_TRIG001)
Variable:
CP_ MISSED","Reactogenicity eDiary Compliance Details:
For randomized subjects only.
The percentage of subjects who did not complete 2 or more consecutive entries of self-reported
Reactogenicity eDiary during 7 days following vaccinations","Name: Reactogenicity eDiary Compliance
Actions Action Description: Please follow-up with the site regarding missed eDiary Reactogenicity entries. As per
Electronic Diary Data Review Guidance Document it is expected that the site staff will review Reactogenicity
eDiary Compliance daily in the 7 days following Vaccination. Please verify that the source reflects the eDiary
data review. Consider retraining the site on the Guidance Document.",active,,"in Study Risk Threshold Threshold
(Absolute Value)
Early Termination Rate Yes n/a – only relative Above 1.3, 3 2 (High) Retired from Standard KRIs, we moved it
No score is available Below -1.3, -3 1 (Moderate) to SSKRIs
Both 0.5 (Low)
Protocol Deviation Rate Yes n/a – only relative Above 1.3, 3 2 (High) For creating an action, please use
No score is available Below -1.3, -3 1 (Moderate) Suggested Actions library for Standard
KRI
Both 0.5 (Low)
Study Management will be assigned to
review this signal in Cluepoints
AE Rate Yes n/a – only relative Above 1.3, 3 2 (High) For creating an action, plea",
C4591048,sister,,Custom Filtering Rules,,,,,,,,,,,active,,,
C4591048,sister,,"Key blood sample collection - Post Dose 1 (Sub-study A-Phase 2,3 _ Group 2_greater than or equal to 6 mo to less",,,,,,,,,,,active,,,
C4591048,sister,,"Key blood sample collection - Post Dose 3 (Sub-study A-Phase 2,3 _ Group 3_greater than or equal to 6 mo to less",,,,,,,,,,,active,,,
C4591048,sister,,"Key blood sample collection - Post Dose 1 (Sub-study A-Phase 2,3 _ Group 4_greater than or equal to 2 years to less",,,,,,,,,,,active,,,
C4591048,sister,,"Nasal swab obtained at the time of a potential COVID-19 illness (Sub-study A Phase 2,3)",,,,,,,,,,,active,,,
C4591048,sister,,Key blood sample collection -Post Vaccination (Sub-study E_Group 2_greater than or equal to 5 years to less than 12,,,,,,,,,,,active,,"This QTL will not be run from now (Jan-2025) because we have removed Sub Study E (that substudy is now
completed)",
C4591048,sister,,Nasal swab obtained at the time of a potential COVID-19 illness (Substudy E),,,,,,,,,,,retired,,"This QTL will not be run from now (Jan-2025) because we have removed Sub Study E (that substudy is now
completed)

RBM SOLUTION SETUP FORM
DMB07-DMB08-WI-
15-Apr-2022
DMM01-RF02 6.0 C4591048
8.1. Timing and Frequency of QTL Analysis
Initial timing of QTL analysis Key Blood Collection QTL (SSA): To be evaluated starting after 75 subjects are
available for analysis in order to allow observed percentages to be sufficiently
accurate
Nasal Swab Compliance QTLs (SSA): To be evaluated as soon as data is
available
Frequency of QTL analysis With each KRI analysis
8.2. Sister KRI(s) to Support QTL
Secti",
C4591048,sister,,Key Immunogenicity blood sample,,,,,,High,,,"Number of randomized subjects who collected immunogenicity blood sample at baseline and 1 month post
vaccination visits / Number of randomized subjects who completed vaccination.",,active,,"This sister KRI is going to be retired (March 2025) because the baseline samples are completed, and we
don’t expect more blood samples.","Key blood sample collection - Post Dose 1 (Sub-study A-Phase 2,3 _ Group 2_greater than or equal to 6 mo"
C4591048,sister,,Key Immunogenicity blood sample,,,,,,High,,,"Number of randomized subjects who collected immunogenicity blood sample at baseline and 1 month post
vaccination visits / Number of randomized subjects who completed vaccination.",,active,,"This sister KRI is going to be retired (March 2025) because the baseline samples are completed, and we
don’t expect more blood samples.","Key blood sample collection - Post Dose 3 (Sub-study A-Phase 2,3 _ Group 3_greater than or equal to 6 mo"
C4591048,sister,,Key Immunogenicity blood sample,,,,,,High,,,"Number of randomized subjects who collected immunogenicity blood sample at baseline and 1 month post
vaccination visits / Number of randomized subjects who completed vaccination.

RBM SOLUTION SETUP FORM
DMB07-DMB08-WI-
15-Apr-2022
DMM01-RF02 6.0 C4591048",,active,,"This sister KRI is going to be retired (March 2025) because the baseline samples are completed, and we
don’t expect more blood samples.","Key blood sample collection - Post Dose 1 (Sub-study A-Phase 2,3 _ Group 4_greater than or equal to 2"
C4591048,sister,,Nasal Swabs Obtained at COVID,,,,,,High,,,"Number of Nasal Swabs samples collected at COVID Illness Visits after confirmed COVID Symptoms/
Counts of SOD form has date entered",,active,,"RBM SOLUTION SETUP FORM
DMB07-DMB08-WI-
15-Apr-2022
DMM01-RF02 6.0 C4591048","Nasal swab obtained at the time of a potential COVID-19 illness (Sub-study A Phase 2,3)"
C4591048,sister,,Key Immunogenicity blood sample,,,,,,High,,,"Number of randomized subjects who collected immunogenicity blood sample at baseline and 1 month post
vaccination visits / Number of randomized subjects who completed vaccination.",,active,,"This SKRI will not be run from now (Jan-2025) because we have removed Sub Study E (that substudy is now
completed)


WI-CDS01-RF02",Key blood sample collection – Post Vaccination (Sub-study E_Group 2_greater than or equal to 5 years to
C4591048,sister,,Nasal Swabs Obtained at COVID,,,,,,High,,,"Number of Nasal Swabs samples collected at COVID Illness Visits after confirmed COVID Symptoms/
Counts of SOD form has date entered",,retired,,"This SKRI will not be run from now (Jan-2025) because we have removed Sub Study E (that substudy is now
completed)


WI-CDS01-RF02",Nasal swab obtained at the time of a potential COVID-19 illness (Sub-study E)
C4591076,global,,Protocol Deviation Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,KRI. C-SOM will be assigned to review this signal in CluePoints,
C4591076,global,,AE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"KRI. For AE Under-reporting signals, C-SOM will be assigned to review this signal in CluePoints. For overreporting, it will be assigned to Clinical. CDS01-RF02",
C4591076,global,,SAE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"KRI. For SAE Under-reporting signals, C-SOM will be assigned to review this signal in CluePoints. For overreporting, it will be assigned to Clinical.",
C4591076,global,,eDiary - Open Open Gap,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C4591076,global,,eDiary - Save Open Gap,,,n/a – only relative score,n/a – only relative score,Above,High,,,,,active,,,
C4591076,study_specific,1,Missed Sample Tracking –,,SR-01614 (IRMS ID) Immunogenicity (KRI_MISSED_SAMPLE_TRACKING),> 5% missing,>= 10% missing,,High,,,"For vaccinated subjects.
Serum samples. (BEETRK012 where BESCAT_012 = ""SERUM"" )
Sample Collection visits: 'V1_DAY1_VAX','V2_WEEK2_FUP', 'V3_MONTH1', 'V4_MONTH6’,
‘V201_DAY1_VAX’, V202_MONTH1’
For ages (Age will be used for Aliquot counting):
Cohort 1:
- 50mL is expected/collected throughout except for V4 where only 20 mL is expected.
Cohort 2:
- 12 - 17, 10mL is expected/collected.
- >= 18, 50mL is expected/collected.
Number of Aliquots expected:
- 10mL, 2 SEND and 1 RETAIN are expected --> 3 total
- 20mL, 3 SEND and 3 RETAIN are expected --> 6 total
- 50mL, 5 SEND and 4 RETAIN are expected --> 9 total
Immunogenicity Samples are expected during above visits from vaccinated subjects. If subject completes a
visit but is missing a sample or fewer than sufficient number of aliquots collected, the subject-visit will be
flagged as MISSING. But if a subject has completed one of the above visits and has also samples with
sufficient number of aliquots collected, the subject-visit will be flagged as COLLECTED / NOT MISSING.


CDS01-RF02","Name: High Missed Immunogenicity Samples
Actions
Action description: Discuss with the site high number of missed Immunogenicity samples or few aliquots
collected and investigate the root-cause. Take any further appropriate actions to mitigate the issue.",active,,C-SOM will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591076,study_specific,2,Planned Missed Sample Tracking -,,SR-01614 (IRMS ID) Nasal Swab (KRI_MISSED_NASAL_SWAB),>5% missing,>= 10% missing,,High,,"Form Names:
• IMMUNOGENICITY (TRULAB) (BEETRK012)
• VACCINATION (SM_EC001_2)
• DATE OF VISIT (SV001)
• DEMOGRAPHY (SM_DM001)
Variables:
CPEVENT, SVSTDTC_001, NOTDONESTATE, BESCAT_012, BEDTC_012


CDS01-RF02","For all subjects:
Nasal Swabs are collected during the following visits:
- Site Collected: ""V1_DAY1_VAX"", ""V201_DAY1_VAX"", and all COVID ILLNESS VISITS
- Self Collected: all COVID ILLNESS VISITS
Nasal Swabs: (BEETRK012 where BESCAT_012 = "" NASAL_SWAB"" or “NASAL_SWAB_SELF” )
If subject completes any of the above visits but is missing a Nasal Swab, subject-visit will be flagged as
MISSING.","Name: High Percentage of Missed Nasal Swabs
Actions
Action description: Discuss with the site high number of missed planned Nasal Swabs and
investigate root-cause. Take any further appropriate mitigations.",active,,C-SOM will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591076,study_specific,3,AE Data Entry Timeliness,,Primary endpoint (KRI_AE_ENTRY_TIMELINESS),2 business days,4 business days,,High,,"Form Name: ADVERSE EVENT REPORT (AE) (AE001)
Variables:
Date Site Aware of AE (AESAWDTC_001)
AE Logged Date (R_FMINSTARTEDSTATE)","For Randomized subjects only.
This KRI measures the average time taken from when the site became aware of an Adverse Event
(AESAWDTC_001) to when the AE was entered/reported in the AE Form.","Name: High Average Time of Logging AEs
Actions Action Description: Average time pending from when the site became aware of an Adverse Event (AE) to
when the AE was entered/reported in the AE form is longer at this site compared to other sites. Site should
be retrained in database reporting requirements with the focus on AE reporting requirements.",active,,C-SOM will be assigned to review this signal in CluePoints,
C4591076,study_specific,4,SAE Data Entry Timeliness,,Primary endpoint (KRI_SAE_ENTRY_TIMELINESS),2 days,3 days,,High,,"Form Name: KRI_SAE_LATENCY_OPEN_QUERIES
Variables: DAYS_ELAPSED_BW_AWRENESS_RPTD_DT","For ALL subjects.
This KRI measures the average time taken from when the site became aware of an SAE to when the SAE
was entered/reported in the Safety database.","Name: High Average Time of Logging SAEs
Actions Action Description: Average time pending from when the site became aware of an Adverse Event (SAE) to
when the SAE was entered/reported in the Safety database is longer at this site compared to other sites. Site
should be retrained in database reporting requirements with the focus on AE reporting requirements.",active,,C-SOM will be assigned to review this signal in CluePoints,
C4591076,study_specific,5,Early Termination Rate,,(ET_RATE),NA,NA,,High,,"Form Name & Variables:
DISPOSITION - TREATMENT (DS001_5): Date of Completion/Discontinuation/Death (DSSTDTC_001),
Status (DSDECOD_001)
DISPOSITION - FOLLOW-UP (DS001_6): Date of Completion/Discontinuation/Death (DSSTDTC_001),
Status (DSDECOD_001)
WITHDRAWAL OF CONSENT (DS001_7): Date of Withdrawal of Consent: (DSSTDTC_001)
EC001_2 (Date of Vaccination (ECSTDTC_001) is not null)","After vaccination, six month follow up should be completed. Subjects must complete all the visits. The
percentage of subjects who terminate from the study “early” (DSDECOD_001 in DS001_5 and DS001_6 is
not equal to ""COMPLETED"" and DSSTDTC_001 is not null) among the vaccinated subjects.","Name: High Early Termination Rate
Actions
Action Description: The rate of early terminating patients is significantly higher at this site compared to
other sites in the study. Please discuss with the site and plan a retention strategy.",active,,Clinical will be assigned to review this signal in CluePoints,
C4591076,study_specific,6,Missed Follow Up Contact –,,SR-01613 (IRMS ID) Severe Reaction Reactogenicity eDiary (KRI_MISS_FU_SEVERE) CDS01-RF02,>=5% and < 10%,> or = 10% missing,,High,,"Form Names:
Contact Outcome (FAFUC009)
REACTOGENICITY EDIARY (SM_FAVSD068)
Variables:
FADTC_068_DTS, VSDSDAY_068, VSDTEST_068, FAORRESU_068, FAORRES_068,
FAORRES_FUCDAT_009","For randomized subjects only. (FORMREFNAME = DS001_3 and DSSTDTC_001 is not null)
All Severe Reactions require follow up with the participant. Site staff must contact the participant as soon as
possible, preferably the same day of awareness. The percentage of sites with fewer UNPL Contact Outcome
CRF after a severe reaction is reported in the eDiary compared to the expected across all sites. Data entry
should be completed within 2 days including weekends.","Name: High number of missed Follow-up Contacts – Severe Reaction Reactogenicity eDiary
Actions
Action Description: Please discuss with the site root cause for missed Contacts with Participants/LARs after
severe reaction reporting in Reactogenicity eDiary. Please verify that the Source demonstrates Investigators
review and follow-up as per Investigator Electronic Diary Data Review Guidance Document.",active,,"Data management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591076,study_specific,7,eDiary Compliance - Daily Entries,,SR-01613 (IRMS ID) (KRI_EDIARY_COMPLIANCE),>5% missing,>= 10% missing,,High,,"Form Names:
REACTOGENICITY EDIARY (SM_FAVSD068)
VACCINATION (SM_EC001_2)
Variable:
X_VSDSDAY_068, FADTC_068_DTS, ECSTDTC_001","For randomized subjects only. (FORMREFNAME = DS001_3 and DSSTDTC_001 is not null)
The percentage of subjects who did not complete their Reactogenicity eDiary for all 7 days (on daily basis)
following their vaccinations.","Name: Reactogenicity eDiary Compliance
Actions
Action Description: Please follow up with the site regarding missed eDiary Reactogenicity entries. As per
Electronic Diary Data Review Guidance Document it is expected that the site staff will review Reactogenicity
eDiary Compliance daily in the 7 days following Vaccination. Please verify that the source reflects the eDiary
data review. Consider retraining the site on the Guidance Document.",active,,"C-SOM will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591076,study_specific,8,Missed Menstrual Disturbance AESI,,SR-01612 (IRMS ID) (KRI_MISSED_MENSTRUAL_DISTURBANCE),>= 5%,>= 10%,,High,,,"For all randomized subjects (FORMREFNAME = DS001_3 and DSSTDTC_001 is not null)
List of AE Preferred Term (AEDECOD_001) used for menstrual disturbance:
• abnormal menstrual clots
• abnormal uterine bleeding
• bleeding anovulatory
• heavy menstrual bleeding
• intermenstrual bleeding
• menometrorrhagia
• polymenorrhagia
• polymenorrhoea
• amenorrhoea
• anovulatory cycle
• hypomenorrhea
• menstruation delayed
• oligomenorrhoea
• menstruation irregular
This KRI will flag the percentage of missed Potential Menstrual Disturbance forms (RPPMD064) for randomized
subjects where menstrual disturbance is reported on Adverse Event Report (AE001). Potential Menstrual
Disturbance Form should be marked as missed if Date of Assessment (Y_RPDTC_064) is missing or form is not
present for subject.",,active,,"C-SOM will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591076,study_specific,9,Missed Cardiac Illness AESI,,SR-01612 (IRMS ID) (KRI_MISSED_CARDIAC_AESI),5%,10%,,High,,"Adverse Event Report [AE001]
• Dictionary-Derived Term [AEDECOD_001]
Signs And Symptoms of Potential Cardiac Disease [CESOD006]
• Date of Assessment [Y_CEDTC_006], CPEVENT
Date of Visit [SV001]
• Date of Visit [SVSTDTC_001], CPEVENT
Lab Chemistry – Troponin [LB001_8]
• Collection Date Time [LBDTC_001], CPEVENT
Locally Read ECGs [EG001_3]
• ECG Date Time [EGDTC_001], CPEVENT


CDS01-RF02","Percentage of randomized subjects who report symptoms of myocarditis or pericarditis on AE Report [AE001]
but have no Potential Cardiac Illness Visit entered or have not completed all expected forms for Potential
Cardiac Illness Visit. It's not necessary to have the Cardiac Imaging form [PRCAR078] and Cardiac Function
Form [CVECH003_1] filled out for every cardiac illness visit. They only apply in certain circumstances.
Expected forms at Potential Cardiac Illness Visit:
• Signs And Symptoms of Potential Cardiac Disease [CESOD006]
• Lab Chemistry – Troponin [LB001_8]
• Locally Read ECGs [EG001_3]
List of AE Preferred Terms [AEDECOD_001] related to myocarditis or pericarditis reported in 6 weeks post
vaccination:
• Myocarditis
• Pericarditis
• Myopericarditis
• Autoimmune myocarditis
• Chronic myocarditis,
• Eosinophilic myocarditis,
• Giant cell myocarditis,
• Hypersensitivity myocarditis,
• Immune-mediated myocarditis
• Influenza myocarditis
• Autoimmune pericarditis,
• Immune-mediated pericarditis,
• Pericarditis adhesive,
• Pericarditis constrictive,
• Pleuropericarditis",,active,,"C-SOM will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591076,study_specific,10,Missed Reactogenicity eDiary - ALL,,SR-01613 (IRMS ID) 7 DAYS (KRI_MSD_EDIARY_ALL_7_DAYS),>=20% missing,>= 30% missing,,High,,,"The percentage of subjects who did not complete all 7 days of self-reported reactogenicity eDiary systemic
events (D1 - D7) following vaccinations.
Ensure that programming includes vax day + 9 days to account for delayed entry (add windows to ensure
data entry lag: look at value of study day run on days 1-7).",,active,,"C-SOM will be assigned to review this signal in Cluepoints per study team’s agreement.


CDS01-RF02",
C4591076,sister,,Missed Sample Tracking – IQMP Risk ID(s) SR-01614 (IRMS ID),,,,,,High,,"Form Names:
• IMMUNOGENICITY (TRULAB) (BEETRK012)
• VACCINATION (SM_EC001_2)
• DATE OF VISIT (SV001)
• DEMOGRAPHY (SM_DM001)
Variables:
CPEVENT, SVSTDTC_001, NOTDONESTATE, BESCAT_012, BEDTC_012


CDS01-RF02","For vaccinated subjects.
Serum samples. (BEETRK012 where BESCAT_012 = ""SERUM"" )
Sample Collection visits: 'V1_DAY1_VAX','V2_WEEK2_FUP', 'V3_MONTH1', 'V4_MONTH6’,
‘V201_DAY1_VAX’, V202_MONTH1’
For ages (Age will be used for Aliquot counting):
Cohort 1:
- 50mL is expected/collected throughout except for V4 where only 20 mL is expected.
Cohort 2:
- 12 - 17, 10mL is expected/collected.
- >= 18, 50mL is expected/collected.
Number of Aliquots expected:
- 10mL, 2 SEND and 1 RETAIN are expected --> 3 total
- 20mL, 3 SEND and 3 RETAIN are expected --> 6 total
- 50mL, 5 SEND and 4 RETAIN are expected --> 9 total
Immunogenicity Samples are expected during above visits from vaccinated subjects. If subject completes a
visit but is missing a sample or fewer than sufficient number of aliquots collected, the subject-visit will be
flagged as MISSING. But if a subject has completed one of the above visits and has also samples with
sufficient number of aliquots collected, the subject-visit will be flagged as COLLECTED / NOT MISSING.


CDS01-RF02","Name: High Missed Immunogenicity Samples
Actions
Action description: Discuss with the site high number of missed Immunogenicity samples or few aliquots
collected and investigate the root-cause. Take any further appropriate actions to mitigate the issue.",active,,"in Study Risk Threshold Threshold
(Absolute Value)
Protocol Deviation Rate Yes n/a – only relative Above 1.3, 3 2 (High) For creating an action, please use
No score is available Below -1.3, -3 1 (Moderate) Suggested Actions library for Standard
KRI.
Both 0.5 (Low)
C-SOM will be assigned to review this
signal in CluePoints
AE Rate Yes n/a – only relative Above 1.3, 3 2 (High) For creating an action, please use
No score is available Below -1.3, -3 1 (Moderate) Suggested Actions library for Standard
KRI.
Both 0.5 (Low)
For AE Under-reporting signals, C-SOM
will be assigned to review
this signal i",Key blood sample collection - Post Dose 1 (Cohort 2)
C4591081,global,,Protocol Deviation Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C4591081,global,,AE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"For AE over-reporting signals, Clinical will be assigned to review the signals in CluePoints.",
C4591081,global,,SAE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"the signals in CluePoints. For SAE over-reporting signals, Clinical will be assigned to review the signals in CluePoints.",
C4591081,global,,eDiary Open to Open,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,CDS01-RF02,
C4591081,global,,eDiary Open to Save,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C4591081,global,,eDiary Entry Time,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,,
C4591081,study_specific,1,"eDiary Compliance - Daily Entries ASRP Risk ID(s) SR-05217, SR-05214",KRI_EDIARY_COMP_DAILY_ENTRIES,,>=20% and < 40%,> = 40%,,High,,,"Only for vaccinated participants that are part of the reactogenicity subset.
Percentage of participants that did not complete their eDiaries on daily basis during the reactogenicity
collection period (up to 7 days post vaccination).","Name: eDiary Compliance
Actions
Action Description: Participants at the site have a higher rate of missing/late data entry in their eDiaries. Please
discuss with the site about eDiary completion training given to participants and daily entry
expectations/requirements. Please refer to the Investigator’s Electronic Diary Guidance Document for detailed
information on handling Diary Data.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591081,study_specific,2,"Missed Reactogenicity eDiary Entry - ASRP Risk ID(s) SR-05217, SR-05214",KRI_MSD_EDIARY_ALL_7_DAYS,,>=20% and < 30% missing,>= 30% missing,Both,High,,"STUDY ANALYSIS SETS – SUBSET SELECTION (X_SAS001)
• SUPPDM_REACTOFL_001
REACTOGENICITY eDIARY (FAVSD068)
• R_VSDTEST_068
• X_VSDSDAY_068
• _SUPPFA_VSDMDTC_068
• Y_FADTC_068
TREATMENT - VACCINATION (EC001_2)
• ECSTDTC_001


CDS01-RF02","Only for vaccinated participants that are part of the reactogenicity subset.
Percentage of participants who did not complete all 7 days of self-reported reactogenicity eDiary (D1 - D7)
following their vaccination.
Programming includes 7 days of eDiary + 2 days to account for possible delayed entries.","Action Name: eDiary Compliance
Action Description: Site has a higher percentage of missing data entry for all 7 days of self-reported
reactogenicity eDiary (D1 - D7). Please discuss with site about eDiary completion training given to
participants and daily entry expectations/requirements. Please refer to the Investigator’s Electronic Diary
Guidance Document for detailed information on handling Diary Data.",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591081,study_specific,3,Duplicate Dates - eDiary and PARR ASRP Risk ID(s) SR-05214,KRI_EDIARY_CRF_DUPS,,>=10% and < 30%,>= 30%,Both,High,,"STUDY ANALYSIS SETS – SUBSET SELECTION (X_SAS001)
• SUPPDM_REACTOFL_001
PARTICIPANT-REPORTED REACTOGENICITY (FAVSD065)
• Y_SUPPFA_VSDMDTC_065
REACTOGENICITY eDIARY (FASVD068)
• Y_FADTC_068
• Y_SUPPFA_VSDMDTC_068
• X_VSDSDAY_068","Only for vaccinated participants that are part of the reactogenicity subset.
Flags duplicate entries for subjects with same dates in both PARTICIPANT REPORTED
REACTOGENICITY CRF and VACCINATION EDIARY.","Action Name: eDiary Compliance
Action Description: Please review the site process for PARR data entry. Discuss with the site reactogenicity
data entry guidelines and proper completion of the PARR CRF. Please refer to the Investigator’s Electronic
Diary Guidance Document for detailed information on handling Diary Data.",active,,"Study Management will be assigned to review this signal in CluePoints per study team’s agreement.


CDS01-RF02",
C4591081,study_specific,4,"Missed Follow-up Contact - Severe ASRP Risk ID(s) SR-05217, SR-05214",KRI_MISSED_FU_CONTACT_SEVERE,,>=5% and < 10% missing,>= 10% missing,Both,High,,,"Only for vaccinated participants that are part of the reactogenicity subset.
Percentage of eDiary records (D1-D7) reported severity and have not been contacted by the site / have not
been reported in Contact Outcome CRF page.
Include +2 days from the most recent eDiary date for Data Entry.","Name: Severe Reaction Follow-up
Actions
Action Description: Please discuss with site the process for reviewing eDiary symptoms. As necessary,
retrain the site on expected review and contact expectations. Please refer to the Investigator’s Electronic
Diary Guidance Document for detailed information on handling Diary Data.",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
C4591081,study_specific,5,Missed Sample Tracking – Immunogenicity ASRP Risk ID(s) SR-05215,KRI_MISSED_SAMPLE_TRACKING_SERUM,,>=5% and < 10% missing,>= 10% missing,,High,,,"For vaccinated subjects only.
Sample collection visits for all participants: V1_DAY1_VAX1, V3_MONTH1_POSTVAX
Sample collection visits for participants in immunogenicity persistence subset: V1_DAY1_VAX1,
V3_MONTH1_POSTVAX, V4_MONTH3_POST_VAX, V5_MONTH6_POSTVAX
Sufficient number of serum aliquots per visit: 1
Percentage of subject-visits with no Immunogenicity SERUM samples collected, or with insufficient number of
SERUM samples collected.
Immunogenicity serum samples are expected to be collected at the specified visits. If a subject completes a
visit but no aliquots are collected, or if the number of aliquots is less than required, that subject-visit will be
flagged as non-compliant. A compliant subject-visit can be considered as the visit that has sufficient number of
aliquots collected that are also not skipped or disposed.


CDS01-RF02","Name: Contact Site for More Information
Actions
Action description: Site has higher number of visits with insufficient immunogenicity serum samples collected.
Please contact the site to determine the root cause. Please remind the site about protocol requirements for
serum sample collection.",active,,Study Management will be assigned to review this signal in CluePoints per study team’s agreement.,
